W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.125,0.45,-0.618745742,1.622,0.039,1.525239302,0.036673448,CLAS omega
2.125,0.55,-0.512401774,2.327,0.045,2.188182402,0.042315517,CLAS omega
2.125,0.65,-0.406057805,4.01,0.06,3.770782738,0.056420689,CLAS omega
2.125,0.75,-0.299713837,6.897,0.071,6.485558241,0.066764482,CLAS omega
2.125,0.85,-0.193369869,12.25,0.164,11.51922408,0.154216551,CLAS omega
2.135,-0.84,-2.030142522,1.216,0.042,1.120254387,0.038692997,CLAS omega
2.135,-0.75,-1.932450425,1.348,0.032,1.241860948,0.029480379,CLAS omega
2.135,-0.65,-1.823903651,1.192,0.027,1.098144103,0.024874069,CLAS omega
2.135,-0.55,-1.715356877,1.222,0.028,1.125781958,0.025795331,CLAS omega
2.135,-0.45,-1.606810102,1.237,0.026,1.139600885,0.023952808,CLAS omega
2.135,-0.35,-1.498263328,1.377,0.027,1.268577542,0.024874069,CLAS omega
2.135,-0.25,-1.389716554,1.556,0.029,1.433483409,0.026716593,CLAS omega
2.135,-0.15,-1.28116978,1.606,0.03,1.479546501,0.027637855,CLAS omega
2.135,-0.05,-1.172623005,1.609,0.031,1.482310286,0.028559117,CLAS omega
2.135,0.05,-1.064076231,1.622,0.033,1.49428669,0.03040164,CLAS omega
2.135,0.15,-0.955529457,1.461,0.033,1.345963535,0.03040164,CLAS omega
2.135,0.25,-0.846982683,1.208,0.03,1.112884292,0.027637855,CLAS omega
2.135,0.35,-0.738435909,1.315,0.035,1.211459308,0.032244164,CLAS omega
2.135,0.45,-0.629889134,1.513,0.036,1.393869151,0.033165426,CLAS omega
2.135,0.55,-0.52134236,2.472,0.047,2.277359247,0.043299306,CLAS omega
2.135,0.65,-0.412795586,4.163,0.059,3.835213003,0.054354448,CLAS omega
2.135,0.75,-0.304248812,7.137,0.071,6.575045689,0.06540959,CLAS omega
2.135,0.85,-0.195702037,12.28,0.131,11.31309529,0.1206853,CLAS omega
2.145,-0.84,-2.069859498,1.266,0.045,1.143053129,0.040629851,CLAS omega
2.145,-0.75,-1.970179092,1.314,0.03,1.186391636,0.027086567,CLAS omega
2.145,-0.65,-1.859423085,1.202,0.027,1.085268452,0.02437791,CLAS omega
2.145,-0.55,-1.748667079,1.159,0.027,1.046444373,0.02437791,CLAS omega
2.145,-0.45,-1.637911072,1.155,0.025,1.042832831,0.022572139,CLAS omega
2.145,-0.35,-1.527155065,1.304,0.025,1.17736278,0.022572139,CLAS omega
2.145,-0.25,-1.416399059,1.461,0.027,1.319115814,0.02437791,CLAS omega
2.145,-0.15,-1.305643052,1.493,0.027,1.348008153,0.02437791,CLAS omega
2.145,-0.05,-1.194887045,1.64,0.03,1.480732331,0.027086567,CLAS omega
2.145,0.05,-1.084131038,1.609,0.033,1.452742878,0.029795224,CLAS omega
2.145,0.15,-0.973375032,1.388,0.031,1.253205168,0.027989453,CLAS omega
2.145,0.25,-0.862619025,1.242,0.03,1.121383875,0.027086567,CLAS omega
2.145,0.35,-0.751863018,1.284,0.034,1.159305069,0.030698109,CLAS omega
2.145,0.45,-0.641107012,1.569,0.037,1.416627456,0.033406766,CLAS omega
2.145,0.55,-0.530351005,2.497,0.047,2.254505263,0.042435622,CLAS omega
2.145,0.65,-0.419594998,3.818,0.054,3.447217097,0.048755821,CLAS omega
2.145,0.75,-0.308838991,6.82,0.067,6.157679572,0.060493333,CLAS omega
2.145,0.85,-0.198082985,12.98,0.137,11.71945467,0.123695323,CLAS omega
2.155,-0.84,-2.109735524,1.121,0.039,0.992282405,0.034521868,CLAS omega
2.155,-0.75,-2.00806084,1.305,0.029,1.155154807,0.025670107,CLAS omega
2.155,-0.65,-1.895088969,1.217,0.026,1.077259311,0.023014579,CLAS omega
2.155,-0.55,-1.782117097,1.121,0.026,0.992282405,0.023014579,CLAS omega
2.155,-0.45,-1.669145226,1.129,0.024,0.999363814,0.021244226,CLAS omega
2.155,-0.35,-1.556173355,1.229,0.024,1.087881424,0.021244226,CLAS omega
2.155,-0.25,-1.443201484,1.362,0.025,1.205609845,0.022129402,CLAS omega
2.155,-0.15,-1.330229613,1.469,0.026,1.300323687,0.023014579,CLAS omega
2.155,-0.05,-1.217257742,1.545,0.028,1.367597071,0.024784931,CLAS omega
2.155,0.05,-1.104285871,1.482,0.029,1.311830977,0.025670107,CLAS omega
2.155,0.15,-0.991314,1.296,0.029,1.147188223,0.025670107,CLAS omega
2.155,0.25,-0.878342129,1.164,0.028,1.030344978,0.024784931,CLAS omega
2.155,0.35,-0.765370258,1.224,0.031,1.083455544,0.027440459,CLAS omega
2.155,0.45,-0.652398387,1.456,0.034,1.288816398,0.030095987,CLAS omega
2.155,0.55,-0.539426515,2.242,0.042,1.984564811,0.037177396,CLAS omega
2.155,0.65,-0.426454644,3.619,0.049,3.203452297,0.043373629,CLAS omega
2.155,0.75,-0.313482773,6.583,0.061,5.827114251,0.053995742,CLAS omega
2.155,0.85,-0.200510902,12.02,0.115,10.63981669,0.101795251,CLAS omega
2.165,-0.84,-2.149772139,1.036,0.036,0.89934804,0.031251476,CLAS omega
2.165,-0.75,-2.046097036,1.326,0.029,1.151096043,0.0251748,CLAS omega
2.165,-0.65,-1.930902478,1.174,0.025,1.019145366,0.021702414,CLAS omega
2.165,-0.55,-1.81570792,1.142,0.025,0.991366276,0.021702414,CLAS omega
2.165,-0.45,-1.700513362,1.113,0.023,0.966191475,0.019966221,CLAS omega
2.165,-0.35,-1.585318804,1.223,0.024,1.061682097,0.020834318,CLAS omega
2.165,-0.25,-1.470124246,1.349,0.025,1.171062264,0.021702414,CLAS omega
2.165,-0.15,-1.354929688,1.406,0.025,1.220543768,0.021702414,CLAS omega
2.165,-0.05,-1.23973513,1.511,0.027,1.311693908,0.023438607,CLAS omega
2.165,0.05,-1.124540572,1.485,0.029,1.289123397,0.0251748,CLAS omega
2.165,0.15,-1.009346014,1.32,0.029,1.145887464,0.0251748,CLAS omega
2.165,0.25,-0.894151456,1.119,0.027,0.971400055,0.023438607,CLAS omega
2.165,0.35,-0.778956898,1.186,0.03,1.029562524,0.026042897,CLAS omega
2.165,0.45,-0.66376234,1.504,0.034,1.305617232,0.029515283,CLAS omega
2.165,0.55,-0.548567781,2.196,0.04,1.906340054,0.034723863,CLAS omega
2.165,0.65,-0.433373223,3.794,0.052,3.293558362,0.045141021,CLAS omega
2.165,0.75,-0.318178665,6.098,0.058,5.293652845,0.050349601,CLAS omega
2.165,0.85,-0.202984107,11.71,0.108,10.16541076,0.093754429,CLAS omega
2.175,-0.84,-2.189970773,1.226,0.042,1.044077396,0.035767741,CLAS omega
2.175,-0.75,-2.084288952,1.301,0.028,1.107948363,0.023845161,CLAS omega
2.175,-0.65,-1.966864707,1.095,0.024,0.932516109,0.020438709,CLAS omega
2.175,-0.55,-1.849440462,1.145,0.026,0.975096753,0.022141935,CLAS omega
2.175,-0.45,-1.732016217,1.068,0.023,0.909522561,0.019587096,CLAS omega
2.175,-0.35,-1.614591972,1.179,0.024,1.004051591,0.020438709,CLAS omega
2.175,-0.25,-1.497167727,1.352,0.025,1.15138062,0.021290322,CLAS omega
2.175,-0.15,-1.379743482,1.428,0.026,1.216103199,0.022141935,CLAS omega
2.175,-0.05,-1.262319237,1.51,0.027,1.285935456,0.022993548,CLAS omega
2.175,0.05,-1.144894992,1.436,0.027,1.222916102,0.022993548,CLAS omega
2.175,0.15,-1.027470747,1.275,0.027,1.085806428,0.022993548,CLAS omega
2.175,0.25,-0.910046502,1.122,0.026,0.955509656,0.022141935,CLAS omega
2.175,0.35,-0.792622257,1.16,0.029,0.987870946,0.024696774,CLAS omega
2.175,0.45,-0.675198012,1.399,0.031,1.191406425,0.026399999,CLAS omega
2.175,0.55,-0.557773767,2.316,0.041,1.972335441,0.034916128,CLAS omega
2.175,0.65,-0.440349522,3.628,0.049,3.089651545,0.041729031,CLAS omega
2.175,0.75,-0.322925277,6.012,0.058,5.119896662,0.049393547,CLAS omega
2.175,0.85,-0.205501032,11.72,0.111,9.980903007,0.09452903,CLAS omega
2.185,-0.84,-2.230332755,1.202,0.039,1.004503577,0.032592046,CLAS omega
2.185,-0.75,-2.122637767,1.347,0.028,1.125679133,0.023399418,CLAS omega
2.185,-0.65,-2.00297667,1.164,0.024,0.972747224,0.020056644,CLAS omega
2.185,-0.55,-1.883315573,1.17,0.025,0.977761385,0.020892337,CLAS omega
2.185,-0.45,-1.763654476,1.046,0.022,0.874135392,0.018385257,CLAS omega
2.185,-0.35,-1.643993379,1.138,0.022,0.951019194,0.018385257,CLAS omega
2.185,-0.25,-1.524332282,1.27,0.023,1.061330734,0.01922095,CLAS omega
2.185,-0.15,-1.404671185,1.353,0.024,1.130693294,0.020056644,CLAS omega
2.185,-0.05,-1.285010088,1.498,0.026,1.251868851,0.021728031,CLAS omega
2.185,0.05,-1.165348991,1.511,0.029,1.262732866,0.024235111,CLAS omega
2.185,0.15,-1.045687894,1.214,0.025,1.014531899,0.020892337,CLAS omega
2.185,0.25,-0.926026797,1.128,0.026,0.942662259,0.021728031,CLAS omega
2.185,0.35,-0.8063657,1.166,0.028,0.974418611,0.023399418,CLAS omega
2.185,0.45,-0.686704603,1.377,0.03,1.150749938,0.025070805,CLAS omega
2.185,0.55,-0.567043506,2.07,0.037,1.729885528,0.030920659,CLAS omega
2.185,0.65,-0.447382409,3.748,0.05,3.132179207,0.041784675,CLAS omega
2.185,0.75,-0.327721312,6.115,0.057,5.110265702,0.047634529,CLAS omega
2.185,0.85,-0.208060215,11.84,0.111,9.894610942,0.092761978,CLAS omega
2.195,-0.84,-2.27085932,1.277,0.043,1.047534712,0.035273291,CLAS omega
2.195,-0.75,-2.161144579,1.38,0.028,1.132026549,0.022968655,CLAS omega
2.195,-0.65,-2.03923931,1.245,0.026,1.021284821,0.021328036,CLAS omega
2.195,-0.55,-1.917334042,1.083,0.024,0.888394748,0.019687418,CLAS omega
2.195,-0.45,-1.795428774,1.083,0.023,0.888394748,0.018867109,CLAS omega
2.195,-0.35,-1.673523506,1.16,0.024,0.951558549,0.019687418,CLAS omega
2.195,-0.25,-1.551618238,1.256,0.023,1.030308221,0.018867109,CLAS omega
2.195,-0.15,-1.42971297,1.389,0.024,1.139409331,0.019687418,CLAS omega
2.195,-0.05,-1.307807702,1.531,0.028,1.255893222,0.022968655,CLAS omega
2.195,0.05,-1.185902433,1.465,0.029,1.201752822,0.023788964,CLAS omega
2.195,0.15,-1.063997165,1.298,0.028,1.064761203,0.022968655,CLAS omega
2.195,0.25,-0.942091897,1.136,0.026,0.93187113,0.021328036,CLAS omega
2.195,0.35,-0.820186629,1.172,0.028,0.961402258,0.022968655,CLAS omega
2.195,0.45,-0.698281361,1.51,0.031,1.238666731,0.025429582,CLAS omega
2.195,0.55,-0.576376093,2.185,0.037,1.792375369,0.030351436,CLAS omega
2.195,0.65,-0.454470825,3.824,0.05,3.136861974,0.041015455,CLAS omega
2.195,0.75,-0.332565557,6.389,0.063,5.240954799,0.051679473,CLAS omega
2.195,0.85,-0.210660288,11.8,0.11,9.679647304,0.090234,CLAS omega
2.205,-0.84,-2.31155162,1.235,0.039,0.994709098,0.031411866,CLAS omega
2.205,-0.75,-2.199810408,1.336,0.028,1.076057777,0.022552109,CLAS omega
2.205,-0.65,-2.075653506,1.155,0.024,0.9302745,0.019330379,CLAS omega
2.205,-0.55,-1.951496604,1.074,0.024,0.865034471,0.019330379,CLAS omega
2.205,-0.45,-1.827339702,0.9953,0.0213,0.801646935,0.017155712,CLAS omega
2.205,-0.35,-1.7031828,1.108,0.022,0.892419174,0.017719514,CLAS omega
2.205,-0.25,-1.579025898,1.242,0.023,1.000347125,0.018524947,CLAS omega
2.205,-0.15,-1.454868996,1.405,0.025,1.131632617,0.020135812,CLAS omega
2.205,-0.05,-1.330712094,1.478,0.026,1.190429188,0.020941244,CLAS omega
2.205,0.05,-1.206555192,1.504,0.028,1.211370432,0.022552109,CLAS omega
2.205,0.15,-1.08239829,1.256,0.025,1.01162318,0.020135812,CLAS omega
2.205,0.25,-0.958241388,1.093,0.025,0.880337687,0.020135812,CLAS omega
2.205,0.35,-0.834084486,1.065,0.025,0.857785578,0.020135812,CLAS omega
2.205,0.45,-0.709927584,1.445,0.03,1.163849916,0.024162974,CLAS omega
2.205,0.55,-0.585770682,2.198,0.038,1.770340564,0.030606434,CLAS omega
2.205,0.65,-0.461613779,3.589,0.048,2.890697127,0.038660758,CLAS omega
2.205,0.75,-0.337456877,6.094,0.058,4.908305459,0.046715083,CLAS omega
2.205,0.85,-0.213299975,12.2,0.115,9.826276108,0.092624734,CLAS omega
2.205,0.91,-0.138805834,23.36,5.657,18.81490245,4.556331471,CLAS omega
2.215,-0.84,-2.352410727,1.206,0.039,0.953992162,0.030850493,CLAS omega
2.215,-0.75,-2.238636207,1.278,0.026,1.010946918,0.020566995,CLAS omega
2.215,-0.65,-2.112220074,1.183,0.024,0.935798281,0.018984919,CLAS omega
2.215,-0.55,-1.985803941,0.9633,0.0213,0.762007172,0.016849115,CLAS omega
2.215,-0.45,-1.859387808,0.95,0.0204,0.751486363,0.016137181,CLAS omega
2.215,-0.35,-1.732971675,0.9544,0.0193,0.754966931,0.015267039,CLAS omega
2.215,-0.25,-1.606555542,1.108,0.021,0.876470411,0.016611804,CLAS omega
2.215,-0.15,-1.480139409,1.315,0.024,1.040215334,0.018984919,CLAS omega
2.215,-0.05,-1.353723276,1.328,0.024,1.050498832,0.018984919,CLAS omega
2.215,0.05,-1.227307143,1.279,0.024,1.011737956,0.018984919,CLAS omega
2.215,0.15,-1.10089101,1.146,0.023,0.906529865,0.01819388,CLAS omega
2.215,0.25,-0.974474877,0.9977,0.022,0.789218889,0.017402842,CLAS omega
2.215,0.35,-0.848058744,1.051,0.024,0.831381229,0.018984919,CLAS omega
2.215,0.45,-0.721642611,1.323,0.027,1.04654364,0.021358033,CLAS omega
2.215,0.55,-0.595226479,1.955,0.033,1.546479831,0.026104263,CLAS omega
2.215,0.65,-0.468810346,3.214,0.042,2.542397022,0.033223608,CLAS omega
2.215,0.75,-0.342394213,5.361,0.051,4.240756202,0.040342952,CLAS omega
2.215,0.85,-0.21597808,10.9,0.097,8.622317217,0.076730713,CLAS omega
2.215,0.91,-0.1401284,14.12,2.233,11.16946047,1.766388472,CLAS omega
2.225,-0.84,-2.393437644,1.073,0.035,0.833831413,0.027198602,CLAS omega
2.225,-0.75,-2.277622866,1.124,0.024,0.873463661,0.01865047,CLAS omega
2.225,-0.65,-2.148939779,1.062,0.022,0.825283281,0.017096264,CLAS omega
2.225,-0.55,-2.020256692,0.9052,0.0202,0.703433546,0.015697479,CLAS omega
2.225,-0.45,-1.891573606,0.8467,0.0186,0.657973027,0.014454114,CLAS omega
2.225,-0.35,-1.762890519,0.9027,0.0186,0.701490789,0.014454114,CLAS omega
2.225,-0.25,-1.634207432,1.025,0.02,0.796530474,0.015542058,CLAS omega
2.225,-0.15,-1.505524346,1.179,0.021,0.916204321,0.016319161,CLAS omega
2.225,-0.05,-1.376841259,1.278,0.022,0.993137508,0.017096264,CLAS omega
2.225,0.05,-1.248158172,1.257,0.024,0.976818347,0.01865047,CLAS omega
2.225,0.15,-1.119475086,1.033,0.021,0.802747297,0.016319161,CLAS omega
2.225,0.25,-0.990791999,0.9819,0.0213,0.763037339,0.016552292,CLAS omega
2.225,0.35,-0.862108912,1.025,0.024,0.796530474,0.01865047,CLAS omega
2.225,0.45,-0.733425826,1.249,0.026,0.970601524,0.020204675,CLAS omega
2.225,0.55,-0.604742739,1.867,0.032,1.450851117,0.024867293,CLAS omega
2.225,0.65,-0.476059653,3.164,0.041,2.45875358,0.031861219,CLAS omega
2.225,0.75,-0.347376566,5.34,0.053,4.149729493,0.041186454,CLAS omega
2.225,0.85,-0.218693479,11.04,0.107,8.579216031,0.08315001,CLAS omega
2.225,0.91,-0.141483627,57.59,7.243,44.75335609,5.628556315,CLAS omega
2.235,-0.84,-2.434633305,1.086,0.034,0.829274263,0.025962546,CLAS omega
2.235,-0.75,-2.316771213,1.185,0.024,0.904871088,0.018326503,CLAS omega
2.235,-0.65,-2.185813332,1.031,0.021,0.787276027,0.01603569,CLAS omega
2.235,-0.55,-2.054855451,0.876,0.0193,0.668917361,0.014737563,CLAS omega
2.235,-0.45,-1.923897571,0.8113,0.0179,0.619512164,0.013668517,CLAS omega
2.235,-0.35,-1.79293969,0.8671,0.0178,0.662121283,0.013592156,CLAS omega
2.235,-0.25,-1.661981809,0.971,0.0186,0.741459769,0.01420304,CLAS omega
2.235,-0.15,-1.531023929,1.103,0.02,0.842255536,0.015272086,CLAS omega
2.235,-0.05,-1.400066048,1.191,0.021,0.909452714,0.01603569,CLAS omega
2.235,0.05,-1.269108167,1.165,0.022,0.889599002,0.016799294,CLAS omega
2.235,0.15,-1.138150287,1.038,0.021,0.792621257,0.01603569,CLAS omega
2.235,0.25,-1.007192406,0.9289,0.0206,0.709312029,0.015730248,CLAS omega
2.235,0.35,-0.876234525,0.9715,0.022,0.741841572,0.016799294,CLAS omega
2.235,0.45,-0.745276645,1.263,0.025,0.964432223,0.019090107,CLAS omega
2.235,0.55,-0.614318764,1.828,0.031,1.395868649,0.023671733,CLAS omega
2.235,0.65,-0.483360883,3.118,0.041,2.380918189,0.031307776,CLAS omega
2.235,0.75,-0.352403003,4.836,0.049,3.692790366,0.03741661,CLAS omega
2.235,0.85,-0.221445122,10.43,0.101,7.964392786,0.077124034,CLAS omega
2.235,0.91,-0.142870394,13.99,1.553,10.68282407,1.185877468,CLAS omega
2.245,-0.84,-2.475998587,0.9728,0.032,0.730107651,0.024016699,CLAS omega
2.245,-0.75,-2.356082024,1.12,0.023,0.840584467,0.017262002,CLAS omega
2.245,-0.65,-2.222841399,0.9656,0.0198,0.724703894,0.014860333,CLAS omega
2.245,-0.55,-2.089600773,0.8095,0.0185,0.607547434,0.013884654,CLAS omega
2.245,-0.45,-1.956360148,0.7224,0.0167,0.542176981,0.012533715,CLAS omega
2.245,-0.35,-1.823119523,0.7536,0.0162,0.565593263,0.012158454,CLAS omega
2.245,-0.25,-1.689878898,0.9068,0.0181,0.68057321,0.013584445,CLAS omega
2.245,-0.15,-1.556638272,1.032,0.019,0.774538545,0.014259915,CLAS omega
2.245,-0.05,-1.423397647,1.147,0.021,0.860848557,0.015760959,CLAS omega
2.245,0.05,-1.290157022,1.129,0.021,0.847339164,0.015760959,CLAS omega
2.245,0.15,-1.156916396,1.07,0.021,0.803058375,0.015760959,CLAS omega
2.245,0.25,-1.023675771,0.8895,0.0188,0.667589182,0.014109811,CLAS omega
2.245,0.35,-0.890435146,0.9431,0.0203,0.707817153,0.015235593,CLAS omega
2.245,0.45,-0.757194521,1.23,0.024,0.92314187,0.018012524,CLAS omega
2.245,0.55,-0.623953895,1.851,0.031,1.389215936,0.023266177,CLAS omega
2.245,0.65,-0.49071327,2.893,0.038,2.1712597,0.02851983,CLAS omega
2.245,0.75,-0.357472645,4.76,0.048,3.572483985,0.036025049,CLAS omega
2.245,0.85,-0.224232019,9.403,0.091,7.057156915,0.068297488,CLAS omega
2.245,0.91,-0.144287644,19.47,1.623,14.61266034,1.218096956,CLAS omega
2.255,-0.84,-2.517534307,1.11,0.034,0.818998257,0.025086433,CLAS omega
2.255,-0.75,-2.395556025,1.248,0.024,0.920819662,0.01770807,CLAS omega
2.255,-0.65,-2.260024601,0.9651,0.0194,0.712085782,0.014314024,CLAS omega
2.255,-0.55,-2.124493177,0.891,0.0198,0.657412115,0.014609158,CLAS omega
2.255,-0.45,-1.988961753,0.7751,0.0178,0.571896891,0.013133486,CLAS omega
2.255,-0.35,-1.853430329,0.8265,0.0177,0.609821675,0.013059702,CLAS omega
2.255,-0.25,-1.717898905,0.9894,0.0197,0.730015203,0.014535374,CLAS omega
2.255,-0.15,-1.582367482,1.101,0.02,0.812357731,0.014756725,CLAS omega
2.255,-0.05,-1.446836058,1.143,0.02,0.843346854,0.014756725,CLAS omega
2.255,0.05,-1.311304634,1.209,0.023,0.892044048,0.016970234,CLAS omega
2.255,0.15,-1.17577321,1.044,0.021,0.770301063,0.015494562,CLAS omega
2.255,0.25,-1.040241786,0.9813,0.0212,0.724038729,0.015642129,CLAS omega
2.255,0.35,-0.904710362,1.013,0.022,0.747428139,0.016232398,CLAS omega
2.255,0.45,-0.769178938,1.276,0.024,0.941479078,0.01770807,CLAS omega
2.255,0.55,-0.633647514,1.902,0.032,1.403364581,0.023610761,CLAS omega
2.255,0.65,-0.49811609,3.031,0.039,2.236381727,0.028775614,CLAS omega
2.255,0.75,-0.362584666,5.127,0.05,3.782886544,0.036891813,CLAS omega
2.255,0.85,-0.227053242,11.14,0.105,8.219496022,0.077472808,CLAS omega
2.255,0.91,-0.145734388,20.61,1.445,15.20680548,1.066173407,CLAS omega
2.265,-0.84,-2.559241233,1.168,0.037,0.847418437,0.026844591,CLAS omega
2.265,-0.75,-2.435193896,1.192,0.023,0.864831145,0.016687178,CLAS omega
2.265,-0.65,-2.297363522,1.027,0.02,0.74511878,0.01451059,CLAS omega
2.265,-0.55,-2.159533148,0.8073,0.0184,0.585719952,0.013349743,CLAS omega
2.265,-0.45,-2.021702775,0.7507,0.0175,0.544654984,0.012696766,CLAS omega
2.265,-0.35,-1.883872401,0.8114,0.0181,0.588694623,0.013132084,CLAS omega
2.265,-0.25,-1.746042027,0.9287,0.0188,0.673799232,0.013639954,CLAS omega
2.265,-0.15,-1.608211653,1.045,0.02,0.758178311,0.01451059,CLAS omega
2.265,-0.05,-1.470381279,1.137,0.021,0.824927023,0.015236119,CLAS omega
2.265,0.05,-1.332550905,1.147,0.022,0.832182318,0.015961649,CLAS omega
2.265,0.15,-1.194720532,1.039,0.021,0.753825134,0.015236119,CLAS omega
2.265,0.25,-1.056890158,0.9575,0.0206,0.694694481,0.014945907,CLAS omega
2.265,0.35,-0.919059784,1.008,0.022,0.73133372,0.015961649,CLAS omega
2.265,0.45,-0.78122941,1.323,0.026,0.959875507,0.018863767,CLAS omega
2.265,0.55,-0.643399036,1.87,0.031,1.356740135,0.022491414,CLAS omega
2.265,0.65,-0.505568662,2.889,0.038,2.096054679,0.02757012,CLAS omega
2.265,0.75,-0.367738289,5.014,0.049,3.637804833,0.035550945,CLAS omega
2.265,0.85,-0.229907915,11.2,0.112,8.125930221,0.081259302,CLAS omega
2.265,0.91,-0.147209691,15.77,0.877,11.44159996,0.636289357,CLAS omega
2.275,-0.84,-2.601120083,1.068,0.033,0.762108283,0.02354829,CLAS omega
2.275,-0.75,-2.474996273,1.16,0.023,0.82775806,0.016412444,CLAS omega
2.275,-0.65,-2.334858707,0.9868,0.0198,0.704165219,0.014128974,CLAS omega
2.275,-0.55,-2.194721141,0.741,0.017,0.52876614,0.012130937,CLAS omega
2.275,-0.45,-2.054583575,0.6714,0.0158,0.479100657,0.011274636,CLAS omega
2.275,-0.35,-1.914446008,0.723,0.0162,0.515921619,0.011560069,CLAS omega
2.275,-0.25,-1.774308442,0.8435,0.0171,0.601908555,0.012202296,CLAS omega
2.275,-0.15,-1.634170876,1.021,0.02,0.72856981,0.014271691,CLAS omega
2.275,-0.05,-1.49403331,1.071,0.02,0.764249037,0.014271691,CLAS omega
2.275,0.05,-1.353895744,1.097,0.021,0.782802235,0.014985275,CLAS omega
2.275,0.15,-1.213758177,0.9962,0.0203,0.710872914,0.014485766,CLAS omega
2.275,0.25,-1.073620611,0.9232,0.0203,0.658781242,0.014485766,CLAS omega
2.275,0.35,-0.933483045,0.9824,0.0219,0.701025447,0.015627501,CLAS omega
2.275,0.45,-0.793345479,1.252,0.025,0.893407838,0.017839613,CLAS omega
2.275,0.55,-0.653207912,1.762,0.03,1.25733595,0.021407536,CLAS omega
2.275,0.65,-0.513070346,2.936,0.039,2.095084194,0.027829797,CLAS omega
2.275,0.75,-0.37293278,4.817,0.05,3.437336704,0.035679227,CLAS omega
2.275,0.85,-0.232795214,10.84,0.109,7.735256357,0.077780714,CLAS omega
2.275,0.91,-0.148712674,14.85,0.732,10.59673034,0.522343879,CLAS omega
2.285,-0.84,-2.643171533,0.9732,0.0325,0.683172278,0.022814528,CLAS omega
2.285,-0.75,-2.514963754,1.07,0.021,0.751124473,0.014741695,CLAS omega
2.285,-0.65,-2.372510667,0.9518,0.019,0.668149789,0.013337724,CLAS omega
2.285,-0.55,-2.23005758,0.7198,0.0164,0.505289155,0.011512562,CLAS omega
2.285,-0.45,-2.087604493,0.6188,0.0148,0.434388621,0.010389385,CLAS omega
2.285,-0.35,-1.945151406,0.6716,0.015,0.471453455,0.010529782,CLAS omega
2.285,-0.25,-1.802698319,0.7899,0.0163,0.554498338,0.011442363,CLAS omega
2.285,-0.15,-1.660245232,0.9288,0.0175,0.652004122,0.012284746,CLAS omega
2.285,-0.05,-1.517792145,0.9992,0.0183,0.701423901,0.012846334,CLAS omega
2.285,0.05,-1.375339058,0.9699,0.0188,0.680855726,0.013197327,CLAS omega
2.285,0.15,-1.232885971,0.8806,0.0177,0.618168422,0.012425143,CLAS omega
2.285,0.25,-1.090432884,0.8293,0.018,0.582156566,0.012635739,CLAS omega
2.285,0.35,-0.947979797,0.9321,0.0203,0.654320674,0.014250305,CLAS omega
2.285,0.45,-0.80552671,1.157,0.022,0.812197211,0.015443681,CLAS omega
2.285,0.55,-0.663073623,1.622,0.027,1.138620463,0.018953608,CLAS omega
2.285,0.65,-0.520620536,2.557,0.033,1.794976896,0.023165521,CLAS omega
2.285,0.75,-0.378167449,4.441,0.045,3.117517557,0.031589347,CLAS omega
2.285,0.85,-0.235714362,10.01,0.098,7.026874746,0.068794578,CLAS omega
2.285,0.91,-0.150242509,17.6,0.766,12.35494461,0.537720885,CLAS omega
2.295,-0.84,-2.685396215,0.9666,0.0308,0.667647406,0.021274095,CLAS omega
2.295,-0.75,-2.5550969,1.076,0.02,0.743211886,0.013814347,CLAS omega
2.295,-0.65,-2.410319883,0.9172,0.0176,0.633525968,0.012156626,CLAS omega
2.295,-0.55,-2.265542866,0.7211,0.0159,0.498076293,0.010982406,CLAS omega
2.295,-0.45,-2.120765848,0.6164,0.0151,0.425758185,0.010429832,CLAS omega
2.295,-0.35,-1.975988831,0.61,0.014,0.421337593,0.009670043,CLAS omega
2.295,-0.25,-1.831211814,0.7372,0.0156,0.509196842,0.010775191,CLAS omega
2.295,-0.15,-1.686434797,0.8472,0.0166,0.585175753,0.011465908,CLAS omega
2.295,-0.05,-1.54165778,0.9561,0.0179,0.660394874,0.012363841,CLAS omega
2.295,0.05,-1.396880762,0.9529,0.0184,0.658184578,0.0127092,CLAS omega
2.295,0.15,-1.252103745,0.856,0.0173,0.591254066,0.01194941,CLAS omega
2.295,0.25,-1.107326728,0.8218,0.0177,0.567631532,0.012225697,CLAS omega
2.295,0.35,-0.962549711,0.8747,0.0192,0.60417048,0.013261773,CLAS omega
2.295,0.45,-0.817772694,1.175,0.023,0.811592905,0.015886499,CLAS omega
2.295,0.55,-0.672995677,1.664,0.028,1.149353697,0.019340086,CLAS omega
2.295,0.65,-0.528218659,2.44,0.033,1.685350374,0.022793673,CLAS omega
2.295,0.75,-0.383441642,4.513,0.047,3.117207474,0.032463716,CLAS omega
2.295,0.85,-0.238664625,9.595,0.098,6.627433129,0.067690302,CLAS omega
2.295,0.91,-0.151798415,14.29,0.572,9.870351164,0.395090334,CLAS omega
2.305,-0.84,-2.727794726,0.926,0.0315,0.629463375,0.021412631,CLAS omega
2.305,-0.75,-2.595396236,0.9439,0.019,0.641631187,0.012915555,CLAS omega
2.305,-0.65,-2.448286803,0.8072,0.0162,0.548707166,0.01101221,CLAS omega
2.305,-0.55,-2.301177371,0.6833,0.0154,0.464484151,0.010468397,CLAS omega
